#,Nombre Requisito,Fed - Estatal - Municipal,Ley - reglamento,Nombre,Artículo,Fracción y/o Inciso
0,No aplica,No disponible,No aplica,No aplica,No aplica,No aplica
831,Identificación oficial de (o los) propietario(s) con firma y fotografía.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",319,X
832,Identificación oficial del (o los) gestor (es) y/o apoderado(s) con firma y fotografía.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",319,X
833,Pago de derechos correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",319,X
834,Solicitud oficial correspondiente (Firmada por el propietario y/o representante legal).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",319,X
835,Acuerdo de autorización del proyecto de ventas inscrito en el Instituto Registral y Catastral del Estado de Nuevo León.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",280,No aplica
836,Documento o constancia de recepción de obras a cargo de las dependencias u organismos operadores de los servicios de infraestructura.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",280,No aplica
837,Documento que acredite el pago de las contribuciones correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",280,No aplica
838,Documento que acredite la personalidad jurídica ( Acta constitutiva inscrita ante la dependencia correspondiente y poder (suficiente para el presente trámite) de representante legal debidamente acreditado.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",280,No aplica
839,"Fianza suficiente a favor del Municipio la cual deberá redactarse en la forma y términos que sea solicitado por dicha autoridad y que garantice por un término de tres años, la buena calidad de pavimentos, cordones, banquetas y sistema para el manejo integral de aguas pluviales; El monto de la fianza será por el 20% del costo de las obras que se garantizan.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",280,No aplica
840,Identificación oficial de todos los propietarios y/o representantes legales.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",280,No aplica
841,Solicitud de la constancia de terminación de obras y liberación de garantías.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",280,No aplica
842,Documento que acredite la personalidad jurídica (Acta Constitutiva inscrita ante la dependencia correspondiente y poder (suficiente para el presente tramite) de representante legal debidamente acreditado.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
843,"Estudio geofísico, geológico e hidrológico, realizado por perito registrado oficialmente únicamente para las zonas consideradas como alto y muy alto riesgo, según el atlas de riesgo del estado de nuevo león primera etapa, con sus propuestas de mitigación, que correspondan a cada lote en lo individual, dichos estudios técnicos deberán ser avalados por un director responsable de obra, o profesionista responsable, 1 año de vigencia, que incluya carta responsiva dirigida a la secretaria firmada en original y ante firmada cada hoja, copia de cédula del perito responsable (con anexos).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
844,Pago de los derechos correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
845,"Plano de la localización del predio, en el sector respectivo en la carta urbana del plan o programa de desarrollo urbano vigente.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
846,"Plano topografico de (los) poligonos a escala, firmado por el propietario o apoderado legal y por el perito responsable; indicando: las vías públicas, redes maestras de infraestructura, servicio público, tografía con curvas de nivel a cada 5 metros (referencias al nivel del mar), datos de polígono, cotas y superficie de acuerdo al certificado de libertad de gravamen actual; georeferenciado en coordenadas UTM.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
847,Solicitud correspondiente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
848,Tarjetón del impuesto predial al corriente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
849,"Titulo que acredite la propiedad del predio, debidamente inscrito en el Instituto Registral y Catastral del Estado de Nuevo León.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",262,No aplica
850,Solicitud correspondiente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,l
851,Documento que acredite la personalidad jurídica (acta constitutiva inscrita en la dependencia correspondiente y poder suficiente para el presente trámite de representante legal debidamente acreditado).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,No aplica
852,Identificación oficial de todos los propietarios y/o apoderados.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,No aplica
853,Pago de los derechos correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,No aplica
854,Tarjetón del impuesto predial al corriente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,No aplica
855,"Título que acredite la propiedad del predio, debidamente inscrito en el Instituto Registral y Catastral del Estado de Nuevo León.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,No aplica
856,Solicitud de lineamientos generales de diseño urbano.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",144,No aplica
857,"Documento que acredite la personalidad jurídica (acta constitutiva inscrita ante la dependencia correspondiente, identificación oficial y poder de representante legal debidamente acreditado).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",263,No aplica
858,"En su caso, presentar certificado de libertad de gravamen o certificado de gravamen con autorización del acreedor, expedido con no más noventa días de anterioridad.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",263,No aplica
859,Fotografías que muestren la situación actual del predio.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",263,No aplica
860,Identificación oficial de todos los propietarios y/o representantes legales.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",263,No aplica
861,"Plano de localización del predio, en el sector respectivo en la carta urbana del Plan de Desarrollo vigente, cuando proceda, indicando las vías públicas y las redes maestras de infraestructura y servicios públicos que atraviesen y colinden con el predio, topografía del polígono y curvas de nivel a cada metro.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",263,No aplica
862,Tarjetón del impuesto predial al corriente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",263,No aplica
863,Acuerdo de factibilidad.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",No disponible,No aplica
864,Acuerdo de factibilidad.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,ll
865,Documento que acredite la personalidad jurídica (acta constitutiva inscrita en la dependencia correspondiente y poder suficiente para el presente trámite de representante legal debidamente acreditado.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,ll
866,Fotografías que muestren la situación actual del predio.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,ll
867,Identificación oficial de todos los propietarios y/o apoderados.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,ll
868,Pago de los derechos correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,ll
869,"Plano de localización del predio, indicando las vías públicas, los servicios públicos que atraviesen y colinden con el predio, topografía y curvas de nivel a cada metro.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,ll
870,solicitud correspondiente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,ll
871,"Documento que acredite la personalidad jurídica:
a) Acta constitutiva inscrita en la dependencia correspondiente y cambio de denominación (en su caso)
b) Poder legal del apoderado con actos de administración.",Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",153,No aplica
872,"Identificación oficial de propietario, apoderado legal y gestor.",Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",153,No aplica
873,Poder simple del gestor.,Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",153,No aplica
874,Constancia de Terminación de Obras y Liberación de Garantías.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",282,No aplica
875,Documento que acredite el pago de las contribuciones correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",282,No aplica
876,Recibos actualizados del pago de los servicios públicos correspondientes.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",282,No aplica
877,Solicitud de municipalización.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",282,No aplica
878,Acuerdo del proyecto urbanístico con el plano correspondiente.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",266,No aplica
879,"En su caso, cambio de uso de suelo emitido por la delegación federal en nuevo león de la Secretaría de Medio Ambiente y Recursos Naturales, SEMARNAT.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",266,No aplica
880,"Plano de Rasantes (Que deberá contener los niveles de las calles, en cuanto a sus pendientes, alturas, escurrimientos y demás características que permitan la integración del fraccionamiento con las calles existentes en la zona).",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",266,No aplica
881,Solicitud de aprobación.,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",266,No aplica
882,"Copia simple del acuerdo del proyecto urbanístico y/o arquitectónico, con el plano correspondiente.",Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,IV
883,En caso de que le aplique deberán presentar el cambio de uso de suelo emitido por la Delegación Federal en Nuevo León de la Secretaría de Medio Ambiente y Recursos Naturales (SEMARNAT).,Estatal,Ley,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",296,IV
